pid,stim,hole_width,hole_class,condition,trial,goes_in,num_bounces,response,rt
3ae2e24d,B_2_0,200,close in,3,2,True,2,True,0.727
3ae2e24d,B_2_1,100,close miss,3,27,False,2,True,0.6679999999999999
3ae2e24d,B_2_10,200,close miss,3,47,False,2,True,1.351
3ae2e24d,B_2_11,100,far miss,3,4,False,2,False,0.622
3ae2e24d,B_2_12,200,far miss,3,39,False,2,True,2.5789999999999997
3ae2e24d,B_2_13,100,far in,3,52,True,2,True,1.163
3ae2e24d,B_2_14,200,far in,3,22,True,2,True,0.295
3ae2e24d,B_2_15,100,close in,3,10,True,2,True,0.69
3ae2e24d,B_2_2,200,close miss,3,20,False,2,True,0.313
3ae2e24d,B_2_3,100,far miss,3,11,False,2,False,2.115
3ae2e24d,B_2_4,200,far miss,3,40,False,2,False,0.765
3ae2e24d,B_2_5,100,far in,3,37,True,2,True,0.158
3ae2e24d,B_2_6,200,far in,3,5,True,2,True,0.312
3ae2e24d,B_2_7,100,close in,3,41,True,2,False,1.5190000000000001
3ae2e24d,B_2_8,200,close in,3,48,True,2,True,0.08800000000000001
3ae2e24d,B_2_9,100,close miss,3,29,False,2,True,0.727
3b017ac1,B_0_0,100,close miss,4,39,False,0,False,1.038
3b017ac1,B_0_1,200,close miss,4,43,False,0,True,1.3019999999999998
3b017ac1,B_0_10,100,far miss,4,2,False,0,False,1.171
3b017ac1,B_0_11,200,far miss,4,26,False,0,False,0.63
3b017ac1,B_0_12,100,far in,4,24,True,0,True,1.225
3b017ac1,B_0_13,200,far in,4,44,True,0,True,1.771
3b017ac1,B_0_14,100,close in,4,19,True,0,True,0.8809999999999999
3b017ac1,B_0_15,200,close in,4,11,True,0,True,1.055
3b017ac1,B_0_2,100,far miss,4,18,False,0,False,0.669
3b017ac1,B_0_3,200,far miss,4,29,False,0,False,0.44299999999999995
3b017ac1,B_0_4,100,far in,4,54,True,0,True,0.599
3b017ac1,B_0_5,200,far in,4,37,True,0,True,0.601
3b017ac1,B_0_6,100,close in,4,12,True,0,True,2.845
3b017ac1,B_0_7,200,close in,4,48,True,0,True,1.452
3b017ac1,B_0_8,100,close miss,4,40,False,0,False,0.765
3b017ac1,B_0_9,200,close miss,4,34,False,0,False,1.3319999999999999
3b017ac1,B_1_0,100,close miss,4,25,False,1,False,0.8740000000000001
3b017ac1,B_1_1,200,close miss,4,22,False,1,True,2.47
3b017ac1,B_1_10,100,far miss,4,50,False,1,False,1.163
3b017ac1,B_1_11,200,far miss,4,52,False,1,False,0.785
3b017ac1,B_1_12,100,far in,4,27,True,1,True,0.561
3b017ac1,B_1_13,200,far in,4,6,True,1,False,2.239
3b017ac1,B_1_14,100,close in,4,20,True,1,False,2.134
3b017ac1,B_1_15,200,close in,4,38,True,1,False,0.782
3b017ac1,B_1_2,100,far miss,4,23,False,1,False,0.55
3b017ac1,B_1_3,200,far miss,4,31,False,1,False,0.743
3b017ac1,B_1_4,100,far in,4,55,True,1,True,2.7910000000000004
3b017ac1,B_1_5,200,far in,4,17,True,1,False,1.349
3b017ac1,B_1_6,100,close in,4,8,True,1,True,1.696
3b017ac1,B_1_7,200,close in,4,51,True,1,True,0.932
3b017ac1,B_1_8,100,close miss,4,3,False,1,False,4.461
3b017ac1,B_1_9,200,close miss,4,45,False,1,False,0.485
3b017ac1,B_2_0,100,close miss,4,46,False,2,False,0.652
3b017ac1,B_2_1,200,close miss,4,32,False,2,False,1.932
3b017ac1,B_2_10,100,far miss,4,10,False,2,False,1.176
3b017ac1,B_2_11,200,far miss,4,33,False,2,False,0.991
3b017ac1,B_2_12,100,far in,4,9,True,2,False,1.604
3b017ac1,B_2_13,200,far in,4,30,True,2,False,2.818
3b017ac1,B_2_14,100,close in,4,5,True,2,True,1.775
3b017ac1,B_2_15,200,close in,4,47,True,2,True,1.621
3b017ac1,B_2_2,100,far miss,4,15,False,2,False,0.745
3b017ac1,B_2_3,200,far miss,4,4,False,2,False,1.203
3b017ac1,B_2_4,100,far in,4,36,True,2,True,1.661
3b017ac1,B_2_5,200,far in,4,13,True,2,True,1.511
3b017ac1,B_2_6,100,close in,4,41,True,2,True,1.501
3b017ac1,B_2_7,200,close in,4,53,True,2,False,1.5190000000000001
3b017ac1,B_2_8,100,close miss,4,1,False,2,False,2.217
3b017ac1,B_2_9,200,close miss,4,16,False,2,True,1.4880000000000002
3b2376cc,B_0_0,100,far in,0,20,True,0,True,1.245
3b2376cc,B_0_1,200,far in,0,31,True,0,True,0.7659999999999999
3b2376cc,B_0_10,100,close in,0,2,True,0,True,1.3119999999999998
3b2376cc,B_0_11,200,close in,0,51,True,0,True,0.96
3b2376cc,B_0_12,100,close miss,0,1,False,0,False,1.6230000000000002
3b2376cc,B_0_13,200,close miss,0,17,False,0,False,0.9309999999999999
3b2376cc,B_0_14,100,far miss,0,34,False,0,False,1.714
3b2376cc,B_0_15,200,far miss,0,13,False,0,False,1.534
3b2376cc,B_0_2,100,close in,0,39,True,0,True,0.815
3b2376cc,B_0_3,200,close in,0,32,True,0,True,1.2830000000000001
3b2376cc,B_0_4,100,close miss,0,11,False,0,True,1.129
3b2376cc,B_0_5,200,close miss,0,38,False,0,True,3.358
3b2376cc,B_0_6,100,far miss,0,8,False,0,False,1.082
3b2376cc,B_0_7,200,far miss,0,33,False,0,False,1.2990000000000002
3b2376cc,B_0_8,100,far in,0,55,True,0,True,1.074
3b2376cc,B_0_9,200,far in,0,4,True,0,True,0.815
3b2376cc,B_1_0,100,far in,0,54,True,1,False,2.612
3b2376cc,B_1_1,200,far in,0,23,True,1,True,2.568
3b2376cc,B_1_10,100,close in,0,53,True,1,False,1.006
3b2376cc,B_1_11,200,close in,0,12,True,1,True,1.205
3b2376cc,B_1_12,100,close miss,0,6,False,1,True,1.6269999999999998
3b2376cc,B_1_13,200,close miss,0,9,False,1,True,1.364
3b2376cc,B_1_14,100,far miss,0,52,False,1,False,1.694
3b2376cc,B_1_15,200,far miss,0,24,False,1,False,1.663
3b2376cc,B_1_2,100,close in,0,36,True,1,True,1.06
3b2376cc,B_1_3,200,close in,0,22,True,1,True,1.632
3b2376cc,B_1_4,100,close miss,0,46,False,1,False,1.569
3b2376cc,B_1_5,200,close miss,0,29,False,1,False,1.249
3b2376cc,B_1_6,100,far miss,0,16,False,1,False,1.411
3b2376cc,B_1_7,200,far miss,0,5,False,1,False,5.176
3b2376cc,B_1_8,100,far in,0,27,True,1,True,1.421
3b2376cc,B_1_9,200,far in,0,43,True,1,True,2.166
3b2376cc,B_2_0,100,far in,0,44,True,2,True,3.6919999999999997
3b2376cc,B_2_1,200,far in,0,41,True,2,True,2.693
3b2376cc,B_2_10,100,close in,0,26,True,2,True,4.854
3b2376cc,B_2_11,200,close in,0,25,True,2,True,2.327
3b2376cc,B_2_12,100,close miss,0,48,False,2,False,2.529
3b2376cc,B_2_13,200,close miss,0,50,False,2,True,1.2990000000000002
3b2376cc,B_2_14,100,far miss,0,10,False,2,False,1.558
3b2376cc,B_2_15,200,far miss,0,18,False,2,False,4.066
3b2376cc,B_2_2,100,close in,0,19,True,2,True,5.808
3b2376cc,B_2_3,200,close in,0,40,True,2,True,1.21
3b2376cc,B_2_4,100,close miss,0,45,False,2,True,2.097
3b2376cc,B_2_5,200,close miss,0,3,False,2,False,1.2790000000000001
3b2376cc,B_2_6,100,far miss,0,37,False,2,False,1.857
3b2376cc,B_2_7,200,far miss,0,30,False,2,True,1.681
3b2376cc,B_2_8,100,far in,0,47,True,2,True,2.237
3b2376cc,B_2_9,200,far in,0,15,True,2,True,2.175
3bb3d487,B_0_0,200,far miss,7,22,False,0,False,3.424
3bb3d487,B_0_1,100,far in,7,19,True,0,False,1.621
3bb3d487,B_0_10,200,far in,7,3,True,0,True,1.9680000000000002
3bb3d487,B_0_11,100,close in,7,29,True,0,False,8.312000000000001
3bb3d487,B_0_12,200,close in,7,54,True,0,True,1.729
3bb3d487,B_0_13,100,close miss,7,39,False,0,True,1.4980000000000002
3bb3d487,B_0_14,200,close miss,7,52,False,0,False,4.1739999999999995
3bb3d487,B_0_15,100,far miss,7,26,False,0,False,2.477
3bb3d487,B_0_2,200,far in,7,43,True,0,True,2.975
3bb3d487,B_0_3,100,close in,7,40,True,0,True,0.8
3bb3d487,B_0_4,200,close in,7,50,True,0,True,0.6759999999999999
3bb3d487,B_0_5,100,close miss,7,11,False,0,False,1.18
3bb3d487,B_0_6,200,close miss,7,9,False,0,True,5.629
3bb3d487,B_0_7,100,far miss,7,20,False,0,False,1.105
3bb3d487,B_0_8,200,far miss,7,15,False,0,False,1.4880000000000002
3bb3d487,B_0_9,100,far in,7,45,True,0,True,1.055
3bb3d487,B_1_0,200,far miss,7,1,False,1,False,2.968
3bb3d487,B_1_1,100,far in,7,36,True,1,True,2.668
3bb3d487,B_1_10,200,far in,7,46,True,1,True,0.8320000000000001
3bb3d487,B_1_11,100,close in,7,51,True,1,True,2.985
3bb3d487,B_1_12,200,close in,7,6,True,1,True,0.983
3bb3d487,B_1_13,100,close miss,7,18,False,1,True,1.4709999999999999
3bb3d487,B_1_14,200,close miss,7,5,False,1,True,2.2159999999999997
3bb3d487,B_1_15,100,far miss,7,31,False,1,False,1.544
3bb3d487,B_1_2,200,far in,7,10,True,1,False,3.045
3bb3d487,B_1_3,100,close in,7,47,True,1,True,4.51
3bb3d487,B_1_4,200,close in,7,24,True,1,False,1.6030000000000002
3bb3d487,B_1_5,100,close miss,7,34,False,1,True,1.527
3bb3d487,B_1_6,200,close miss,7,30,False,1,True,1.374
3bb3d487,B_1_7,100,far miss,7,25,False,1,False,7.984
3bb3d487,B_1_8,200,far miss,7,44,False,1,False,7.376
3bb3d487,B_1_9,100,far in,7,41,True,1,True,1.3519999999999999
3bb3d487,B_2_0,200,far miss,7,55,False,2,True,2.701
3bb3d487,B_2_1,100,far in,7,8,True,2,True,5.432
3bb3d487,B_2_10,200,far in,7,27,True,2,False,6.952999999999999
3bb3d487,B_2_11,100,close in,7,16,True,2,True,8.839
3bb3d487,B_2_12,200,close in,7,12,True,2,False,2.864
3bb3d487,B_2_13,100,close miss,7,32,False,2,False,8.748
3bb3d487,B_2_14,200,close miss,7,53,False,2,True,4.087
3bb3d487,B_2_15,100,far miss,7,33,False,2,False,2.488
3bb3d487,B_2_2,200,far in,7,13,True,2,True,2.448
3bb3d487,B_2_3,100,close in,7,48,True,2,False,4.351
3bb3d487,B_2_4,200,close in,7,2,True,2,True,7.607
3bb3d487,B_2_5,100,close miss,7,17,False,2,False,1.624
3bb3d487,B_2_6,200,close miss,7,38,False,2,True,3.286
3bb3d487,B_2_7,100,far miss,7,23,False,2,False,2.885
3bb3d487,B_2_8,200,far miss,7,4,False,2,False,4.999
3bb3d487,B_2_9,100,far in,7,37,True,2,True,4.388999999999999
3cb55e09,B_0_0,100,close in,2,37,True,0,True,0.653
3cb55e09,B_0_1,200,close in,2,20,True,0,True,0.573
3cb55e09,B_0_10,100,close miss,2,52,False,0,False,2.717
3cb55e09,B_0_11,200,close miss,2,25,False,0,False,2.333
3cb55e09,B_0_12,100,far miss,2,5,False,0,False,1.093
3cb55e09,B_0_13,200,far miss,2,11,False,0,False,0.929
3cb55e09,B_0_14,100,far in,2,8,True,0,True,3.2910000000000004
3cb55e09,B_0_15,200,far in,2,16,True,0,True,0.609
3cb55e09,B_0_2,100,close miss,2,13,False,0,True,4.504
3cb55e09,B_0_3,200,close miss,2,19,False,0,False,2.8680000000000003
3cb55e09,B_0_4,100,far miss,2,10,False,0,False,2.03
3cb55e09,B_0_5,200,far miss,2,15,False,0,False,0.958
3cb55e09,B_0_6,100,far in,2,23,True,0,True,0.65
3cb55e09,B_0_7,200,far in,2,18,True,0,True,0.684
3cb55e09,B_0_8,100,close in,2,12,True,0,True,1.083
3cb55e09,B_0_9,200,close in,2,43,True,0,True,0.738
3cb55e09,B_1_0,100,close in,2,1,True,1,False,1.749
3cb55e09,B_1_1,200,close in,2,33,True,1,True,4.633
3cb55e09,B_1_10,100,close miss,2,3,False,1,True,1.45
3cb55e09,B_1_11,200,close miss,2,34,False,1,False,3.339
3cb55e09,B_1_12,100,far miss,2,6,False,1,False,2.488
3cb55e09,B_1_13,200,far miss,2,41,False,1,True,6.787000000000001
3cb55e09,B_1_14,100,far in,2,31,True,1,False,1.892
3cb55e09,B_1_15,200,far in,2,40,True,1,True,1.023
3cb55e09,B_1_2,100,close miss,2,22,False,1,False,2.046
3cb55e09,B_1_3,200,close miss,2,4,False,1,True,0.8109999999999999
3cb55e09,B_1_4,100,far miss,2,9,False,1,False,2.138
3cb55e09,B_1_5,200,far miss,2,17,False,1,False,3.116
3cb55e09,B_1_6,100,far in,2,44,True,1,True,1.376
3cb55e09,B_1_7,200,far in,2,27,True,1,True,3.9139999999999997
3cb55e09,B_1_8,100,close in,2,46,True,1,False,3.089
3cb55e09,B_1_9,200,close in,2,47,True,1,False,2.779
3cb55e09,B_2_0,100,close in,2,39,True,2,True,2.923
3cb55e09,B_2_1,200,close in,2,38,True,2,True,1.796
3cb55e09,B_2_10,100,close miss,2,54,False,2,True,0.774
3cb55e09,B_2_11,200,close miss,2,30,False,2,True,2.6210000000000004
3cb55e09,B_2_12,100,far miss,2,48,False,2,True,0.759
3cb55e09,B_2_13,200,far miss,2,29,False,2,False,1.358
3cb55e09,B_2_14,100,far in,2,51,True,2,False,2.481
3cb55e09,B_2_15,200,far in,2,53,True,2,True,3.305
3cb55e09,B_2_2,100,close miss,2,50,False,2,True,2.333
3cb55e09,B_2_3,200,close miss,2,36,False,2,True,1.0090000000000001
3cb55e09,B_2_4,100,far miss,2,2,False,2,True,5.303
3cb55e09,B_2_5,200,far miss,2,55,False,2,False,3.406
3cb55e09,B_2_6,100,far in,2,26,True,2,True,2.682
3cb55e09,B_2_7,200,far in,2,24,True,2,True,1.0979999999999999
3cb55e09,B_2_8,100,close in,2,45,True,2,True,5.7139999999999995
3cb55e09,B_2_9,200,close in,2,32,True,2,True,2.036
3d5ee7bf,B_0_0,200,far miss,7,43,False,0,False,0.484
3d5ee7bf,B_0_1,100,far in,7,41,True,0,True,4.0569999999999995
3d5ee7bf,B_0_10,200,far in,7,30,True,0,True,0.35200000000000004
3d5ee7bf,B_0_11,100,close in,7,33,True,0,True,0.405
3d5ee7bf,B_0_12,200,close in,7,51,True,0,True,0.457
3d5ee7bf,B_0_13,100,close miss,7,11,False,0,False,1.704
3d5ee7bf,B_0_14,200,close miss,7,9,False,0,False,3.758
3d5ee7bf,B_0_15,100,far miss,7,53,False,0,False,0.419
3d5ee7bf,B_0_2,200,far in,7,31,True,0,True,0.449
3d5ee7bf,B_0_3,100,close in,7,4,True,0,True,2.346
3d5ee7bf,B_0_4,200,close in,7,27,True,0,True,0.38799999999999996
3d5ee7bf,B_0_5,100,close miss,7,48,False,0,False,0.77
3d5ee7bf,B_0_6,200,close miss,7,20,False,0,True,0.3
3d5ee7bf,B_0_7,100,far miss,7,12,False,0,False,2.9560000000000004
3d5ee7bf,B_0_8,200,far miss,7,54,False,0,False,0.532
3d5ee7bf,B_0_9,100,far in,7,8,True,0,True,0.7140000000000001
3d5ee7bf,B_1_0,200,far miss,7,3,False,1,False,30.807
3d5ee7bf,B_1_1,100,far in,7,26,True,1,False,1.07
3d5ee7bf,B_1_10,200,far in,7,32,True,1,True,0.445
3d5ee7bf,B_1_11,100,close in,7,13,True,1,True,1.23
3d5ee7bf,B_1_12,200,close in,7,19,True,1,True,2.149
3d5ee7bf,B_1_13,100,close miss,7,15,False,1,True,1.3259999999999998
3d5ee7bf,B_1_14,200,close miss,7,39,False,1,False,0.838
3d5ee7bf,B_1_15,100,far miss,7,25,False,1,False,0.737
3d5ee7bf,B_1_2,200,far in,7,52,True,1,True,3.37
3d5ee7bf,B_1_3,100,close in,7,2,True,1,True,6.598
3d5ee7bf,B_1_4,200,close in,7,34,True,1,True,1.095
3d5ee7bf,B_1_5,100,close miss,7,17,False,1,True,2.721
3d5ee7bf,B_1_6,200,close miss,7,38,False,1,True,1.026
3d5ee7bf,B_1_7,100,far miss,7,1,False,1,False,6.567
3d5ee7bf,B_1_8,200,far miss,7,23,False,1,True,2.024
3d5ee7bf,B_1_9,100,far in,7,24,True,1,False,0.637
3d5ee7bf,B_2_0,200,far miss,7,55,False,2,False,1.82
3d5ee7bf,B_2_1,100,far in,7,46,True,2,True,2.044
3d5ee7bf,B_2_10,200,far in,7,18,True,2,True,1.805
3d5ee7bf,B_2_11,100,close in,7,29,True,2,True,1.205
3d5ee7bf,B_2_12,200,close in,7,44,True,2,False,0.623
3d5ee7bf,B_2_13,100,close miss,7,6,False,2,True,12.958
3d5ee7bf,B_2_14,200,close miss,7,47,False,2,True,1.761
3d5ee7bf,B_2_15,100,far miss,7,5,False,2,True,3.903
3d5ee7bf,B_2_2,200,far in,7,10,True,2,True,0.873
3d5ee7bf,B_2_3,100,close in,7,16,True,2,True,0.754
3d5ee7bf,B_2_4,200,close in,7,40,True,2,True,0.7440000000000001
3d5ee7bf,B_2_5,100,close miss,7,22,False,2,False,1.422
3d5ee7bf,B_2_6,200,close miss,7,50,False,2,True,1.119
3d5ee7bf,B_2_7,100,far miss,7,45,False,2,False,2.91
3d5ee7bf,B_2_8,200,far miss,7,36,False,2,False,1.933
3d5ee7bf,B_2_9,100,far in,7,37,True,2,True,0.799
3d94d19a,B_0_0,100,far miss,6,2,False,0,False,2.5340000000000003
3d94d19a,B_0_1,200,far miss,6,10,False,0,False,1.237
3d94d19a,B_0_10,100,far in,6,1,True,0,True,2.591
3d94d19a,B_0_11,200,far in,6,52,True,0,True,1.247
3d94d19a,B_0_12,100,close in,6,11,True,0,True,1.867
3d94d19a,B_0_13,200,close in,6,53,True,0,False,2.167
3d94d19a,B_0_14,100,close miss,6,55,False,0,False,1.5530000000000002
3d94d19a,B_0_15,200,close miss,6,50,False,0,False,3.763
3d94d19a,B_0_2,100,far in,6,36,True,0,True,3.8089999999999997
3d94d19a,B_0_3,200,far in,6,22,True,0,True,0.591
3d94d19a,B_0_4,100,close in,6,6,True,0,True,1.943
3d94d19a,B_0_5,200,close in,6,30,True,0,True,1.633
3d94d19a,B_0_6,100,close miss,6,44,False,0,False,4.545
3d94d19a,B_0_7,200,close miss,6,38,False,0,False,7.736000000000001
3d94d19a,B_0_8,100,far miss,6,40,False,0,False,1.112
3d94d19a,B_0_9,200,far miss,6,43,False,0,False,0.634
3d94d19a,B_1_0,100,far miss,6,33,False,1,False,2.335
3d94d19a,B_1_1,200,far miss,6,48,False,1,False,1.6909999999999998
3d94d19a,B_1_10,100,far in,6,12,True,1,False,1.26
3d94d19a,B_1_11,200,far in,6,25,True,1,True,0.757
3d94d19a,B_1_12,100,close in,6,9,True,1,True,1.109
3d94d19a,B_1_13,200,close in,6,24,True,1,True,3.1210000000000004
3d94d19a,B_1_14,100,close miss,6,34,False,1,True,2.438
3d94d19a,B_1_15,200,close miss,6,23,False,1,True,0.903
3d94d19a,B_1_2,100,far in,6,3,True,1,True,4.268
3d94d19a,B_1_3,200,far in,6,17,True,1,True,0.851
3d94d19a,B_1_4,100,close in,6,16,True,1,True,1.6980000000000002
3d94d19a,B_1_5,200,close in,6,45,True,1,False,5.391
3d94d19a,B_1_6,100,close miss,6,29,False,1,False,3.656
3d94d19a,B_1_7,200,close miss,6,46,False,1,True,2.381
3d94d19a,B_1_8,100,far miss,6,37,False,1,False,2.494
3d94d19a,B_1_9,200,far miss,6,41,False,1,False,0.894
3d94d19a,B_2_0,100,far miss,6,31,False,2,False,0.9009999999999999
3d94d19a,B_2_1,200,far miss,6,20,False,2,False,3.937
3d94d19a,B_2_10,100,far in,6,54,True,2,False,1.209
3d94d19a,B_2_11,200,far in,6,27,True,2,True,0.885
3d94d19a,B_2_12,100,close in,6,15,True,2,False,1.141
3d94d19a,B_2_13,200,close in,6,39,True,2,True,6.755
3d94d19a,B_2_14,100,close miss,6,13,False,2,False,2.9339999999999997
3d94d19a,B_2_15,200,close miss,6,18,False,2,True,2.151
3d94d19a,B_2_2,100,far in,6,26,True,2,True,1.324
3d94d19a,B_2_3,200,far in,6,47,True,2,True,0.7190000000000001
3d94d19a,B_2_4,100,close in,6,32,True,2,True,1.454
3d94d19a,B_2_5,200,close in,6,51,True,2,True,1.379
3d94d19a,B_2_6,100,close miss,6,4,False,2,True,3.387
3d94d19a,B_2_7,200,close miss,6,19,False,2,False,2.6839999999999997
3d94d19a,B_2_8,100,far miss,6,8,False,2,False,2.48
3d94d19a,B_2_9,200,far miss,6,5,False,2,False,1.567
3da9bef9,B_0_0,100,close in,2,6,True,0,True,0.307
3da9bef9,B_0_1,200,close in,2,9,True,0,True,0.27899999999999997
3da9bef9,B_0_10,100,close miss,2,24,False,0,True,2.6039999999999996
3da9bef9,B_0_11,200,close miss,2,27,False,0,False,3.205
3da9bef9,B_0_12,100,far miss,2,37,False,0,False,0.297
3da9bef9,B_0_13,200,far miss,2,29,False,0,False,0.59
3da9bef9,B_0_14,100,far in,2,55,True,0,True,2.678
3da9bef9,B_0_15,200,far in,2,17,True,0,True,0.478
3da9bef9,B_0_2,100,close miss,2,44,False,0,False,1.251
3da9bef9,B_0_3,200,close miss,2,19,False,0,False,1.666
3da9bef9,B_0_4,100,far miss,2,1,False,0,False,0.285
3da9bef9,B_0_5,200,far miss,2,34,False,0,False,0.996
3da9bef9,B_0_6,100,far in,2,39,True,0,True,0.894
3da9bef9,B_0_7,200,far in,2,43,True,0,True,0.34700000000000003
3da9bef9,B_0_8,100,close in,2,2,True,0,True,0.27899999999999997
3da9bef9,B_0_9,200,close in,2,12,True,0,True,0.467
3da9bef9,B_1_0,100,close in,2,53,True,1,True,0.263
3da9bef9,B_1_1,200,close in,2,23,True,1,True,0.271
3da9bef9,B_1_10,100,close miss,2,32,False,1,True,0.945
3da9bef9,B_1_11,200,close miss,2,54,False,1,True,0.32899999999999996
3da9bef9,B_1_12,100,far miss,2,45,False,1,False,1.1640000000000001
3da9bef9,B_1_13,200,far miss,2,5,False,1,False,0.7
3da9bef9,B_1_14,100,far in,2,20,True,1,True,1.2570000000000001
3da9bef9,B_1_15,200,far in,2,48,True,1,True,0.262
3da9bef9,B_1_2,100,close miss,2,16,False,1,False,0.74
3da9bef9,B_1_3,200,close miss,2,3,False,1,False,1.058
3da9bef9,B_1_4,100,far miss,2,30,False,1,False,0.6509999999999999
3da9bef9,B_1_5,200,far miss,2,40,False,1,False,0.621
3da9bef9,B_1_6,100,far in,2,47,True,1,True,0.271
3da9bef9,B_1_7,200,far in,2,22,True,1,True,0.382
3da9bef9,B_1_8,100,close in,2,46,True,1,False,0.21100000000000002
3da9bef9,B_1_9,200,close in,2,31,True,1,False,0.956
3da9bef9,B_2_0,100,close in,2,13,True,2,False,0.765
3da9bef9,B_2_1,200,close in,2,8,True,2,True,0.565
3da9bef9,B_2_10,100,close miss,2,38,False,2,False,0.8320000000000001
3da9bef9,B_2_11,200,close miss,2,36,False,2,True,1.207
3da9bef9,B_2_12,100,far miss,2,10,False,2,False,1.656
3da9bef9,B_2_13,200,far miss,2,25,False,2,False,0.9740000000000001
3da9bef9,B_2_14,100,far in,2,11,True,2,True,1.5030000000000001
3da9bef9,B_2_15,200,far in,2,41,True,2,True,0.401
3da9bef9,B_2_2,100,close miss,2,51,False,2,False,0.73
3da9bef9,B_2_3,200,close miss,2,50,False,2,False,1.0070000000000001
3da9bef9,B_2_4,100,far miss,2,52,False,2,False,0.639
3da9bef9,B_2_5,200,far miss,2,33,False,2,False,0.9440000000000001
3da9bef9,B_2_6,100,far in,2,26,True,2,True,1.5290000000000001
3da9bef9,B_2_7,200,far in,2,18,True,2,True,0.8740000000000001
3da9bef9,B_2_8,100,close in,2,15,True,2,False,1.114
3da9bef9,B_2_9,200,close in,2,4,True,2,True,0.998
3f001823,B_0_0,100,far in,0,46,True,0,True,0.354
3f001823,B_0_1,200,far in,0,37,True,0,True,0.27
3f001823,B_0_10,100,close in,0,53,True,0,True,0.408
3f001823,B_0_11,200,close in,0,12,True,0,True,0.907
3f001823,B_0_12,100,close miss,0,51,False,0,False,4.189
3f001823,B_0_13,200,close miss,0,32,False,0,False,0.7090000000000001
3f001823,B_0_14,100,far miss,0,40,False,0,False,1.5090000000000001
3f001823,B_0_15,200,far miss,0,15,False,0,False,0.748
3f001823,B_0_2,100,close in,0,22,True,0,True,0.527
3f001823,B_0_3,200,close in,0,30,True,0,True,1.1740000000000002
3f001823,B_0_4,100,close miss,0,5,False,0,False,1.974
3f001823,B_0_5,200,close miss,0,4,False,0,False,2.032
3f001823,B_0_6,100,far miss,0,36,False,0,False,0.297
3f001823,B_0_7,200,far miss,0,10,False,0,False,1.844
3f001823,B_0_8,100,far in,0,9,True,0,True,0.435
3f001823,B_0_9,200,far in,0,50,True,0,True,0.335
3f001823,B_1_0,100,far in,0,31,True,1,True,0.748
3f001823,B_1_1,200,far in,0,47,True,1,True,0.307
3f001823,B_1_10,100,close in,0,27,True,1,False,0.73
3f001823,B_1_11,200,close in,0,8,True,1,True,0.579
3f001823,B_1_12,100,close miss,0,11,False,1,True,0.542
3f001823,B_1_13,200,close miss,0,54,False,1,True,0.682
3f001823,B_1_14,100,far miss,0,16,False,1,False,0.615
3f001823,B_1_15,200,far miss,0,1,False,1,False,1.006
3f001823,B_1_2,100,close in,0,23,True,1,True,0.654
3f001823,B_1_3,200,close in,0,25,True,1,True,0.5760000000000001
3f001823,B_1_4,100,close miss,0,34,False,1,True,1.514
3f001823,B_1_5,200,close miss,0,33,False,1,False,2.783
3f001823,B_1_6,100,far miss,0,48,False,1,True,2.7539999999999996
3f001823,B_1_7,200,far miss,0,26,False,1,False,0.509
3f001823,B_1_8,100,far in,0,19,True,1,True,0.405
3f001823,B_1_9,200,far in,0,13,True,1,True,0.42700000000000005
3f001823,B_2_0,100,far in,0,52,True,2,False,4.985
3f001823,B_2_1,200,far in,0,45,True,2,True,2.987
3f001823,B_2_10,100,close in,0,55,True,2,True,1.121
3f001823,B_2_11,200,close in,0,39,True,2,False,4.173
3f001823,B_2_12,100,close miss,0,38,False,2,False,1.47
3f001823,B_2_13,200,close miss,0,29,False,2,True,2.0909999999999997
3f001823,B_2_14,100,far miss,0,41,False,2,False,0.8240000000000001
3f001823,B_2_15,200,far miss,0,17,False,2,True,0.784
3f001823,B_2_2,100,close in,0,18,True,2,False,1.003
3f001823,B_2_3,200,close in,0,2,True,2,False,5.039
3f001823,B_2_4,100,close miss,0,3,False,2,False,1.43
3f001823,B_2_5,200,close miss,0,6,False,2,True,1.188
3f001823,B_2_6,100,far miss,0,43,False,2,False,1.403
3f001823,B_2_7,200,far miss,0,24,False,2,True,1.626
3f001823,B_2_8,100,far in,0,44,True,2,False,1.706
3f001823,B_2_9,200,far in,0,20,True,2,True,0.932
3f3212c9,B_0_0,200,close miss,5,5,False,0,False,3.2769999999999997
3f3212c9,B_0_1,100,far miss,5,19,False,0,False,0.5870000000000001
3f3212c9,B_0_10,200,far miss,5,1,False,0,False,2.371
3f3212c9,B_0_11,100,far in,5,48,True,0,True,0.8140000000000001
3f3212c9,B_0_12,200,far in,5,2,True,0,True,0.435
3f3212c9,B_0_13,100,close in,5,26,True,0,True,1.8459999999999999
3f3212c9,B_0_14,200,close in,5,25,True,0,True,0.752
3f3212c9,B_0_15,100,close miss,5,38,False,0,False,1.868
3f3212c9,B_0_2,200,far miss,5,55,False,0,False,0.8809999999999999
3f3212c9,B_0_3,100,far in,5,29,True,0,True,0.6629999999999999
3f3212c9,B_0_4,200,far in,5,41,True,0,True,2.3
3f3212c9,B_0_5,100,close in,5,12,True,0,True,0.877
3f3212c9,B_0_6,200,close in,5,51,True,0,True,0.84
3f3212c9,B_0_7,100,close miss,5,32,False,0,False,1.6480000000000001
